severity,bounding_box_percentage,road_type,traffic_density,rainfall_probability,temperature_celsius,season,days_until_critical
1,17.62,1,0,45,11.5,0,19
1,5.99,0,2,6,15.3,0,21
2,29.62,1,1,2,18.4,0,8
2,25.47,2,0,19,31.4,1,14
0,3.32,0,0,26,26.3,2,23
1,14.84,2,0,0,44.5,1,18
2,33.58,2,0,15,30.7,1,6
0,6.55,2,2,48,38.6,1,19
2,25.66,2,0,20,21.7,0,13
2,17.4,1,1,73,29.0,2,3
1,7.42,2,1,87,26.7,2,12
0,5.26,2,1,17,42.8,1,22
0,3.42,0,2,16,15.6,0,22
1,8.69,0,2,48,36.4,2,5
2,13.77,0,1,93,35.5,2,2
0,5.48,2,2,9,38.4,1,17
0,0.93,0,2,41,26.5,2,22
0,1.75,0,0,2,37.7,1,36
2,19.17,2,2,71,27.1,2,2
2,30.36,0,0,5,14.6,0,10
2,13.63,1,1,59,31.4,2,2
2,38.45,0,1,33,9.4,0,3
0,2.12,0,2,47,31.8,2,13
2,33.46,1,2,36,13.0,0,2
0,3.11,0,0,68,33.2,2,24
2,37.27,2,1,35,44.9,1,2
2,29.04,1,2,36,37.3,1,2
1,8.4,2,2,28,35.6,1,4
1,5.03,2,0,63,24.1,2,17
0,5.51,0,1,44,19.5,0,29
2,13.06,2,0,22,10.2,0,13
1,6.49,1,2,19,9.3,0,11
2,34.2,0,2,11,36.3,1,4
2,28.67,2,2,19,8.5,0,2
0,3.21,1,1,55,30.0,1,21
0,6.54,2,2,73,24.8,2,5
2,31.54,0,1,44,24.7,2,2
2,28.11,1,1,36,27.1,2,2
0,4.21,1,0,3,37.3,1,36
1,9.52,0,1,41,34.7,2,10
1,11.42,2,2,33,11.4,0,9
0,4.95,1,1,36,29.5,1,24
1,11.91,0,1,1,41.1,1,16
0,4.55,1,2,28,28.8,1,23
1,4.69,0,2,3,11.4,0,17
2,21.61,0,1,7,12.3,0,7
2,27.3,2,0,16,15.7,0,12
2,31.57,2,0,27,29.3,2,6
1,6.01,0,0,44,38.5,1,18
0,0.93,1,2,42,11.8,0,26
0,3.01,0,1,73,31.1,2,14
2,36.27,0,1,34,29.5,1,4
2,18.93,2,0,33,12.3,0,19
1,3.28,1,2,43,12.9,0,13
2,19.22,1,0,74,36.5,2,2
0,1.49,2,1,25,17.2,0,32
2,18.37,2,2,55,32.0,2,2
1,9.74,1,2,8,31.5,1,17
0,5.08,0,1,92,36.7,2,18
1,16.76,0,2,65,24.9,2,2
0,0.69,1,0,65,36.3,2,22
1,14.18,1,1,52,43.2,1,15
0,0.67,0,0,39,16.6,0,31
2,28.7,2,2,14,17.6,0,2
1,10.03,0,2,72,26.6,2,8
1,5.46,1,1,14,8.5,0,21
1,13.07,1,0,50,34.6,2,13
0,3.68,0,1,66,36.1,2,21
0,5.18,2,2,25,38.4,1,15
2,26.71,2,2,29,31.3,2,2
0,3.07,0,2,30,31.8,2,20
2,20.15,2,0,25,20.4,0,13
0,6.47,1,1,91,36.7,2,13
1,13.84,2,1,7,10.5,0,14
2,21.06,0,1,1,31.0,1,5
2,14.53,2,0,20,39.8,1,17
2,15.2,2,0,28,16.9,0,10
0,5.22,2,2,32,38.4,1,19
0,6.16,0,1,44,26.3,2,23
0,3.23,0,2,19,18.2,0,28
0,0.52,0,0,16,8.2,0,34
1,12.12,1,2,31,11.3,0,11
1,12.0,1,0,56,36.4,2,12
1,15.3,2,2,51,24.7,2,3
0,4.26,0,0,63,28.6,2,26
0,6.96,0,0,10,39.4,1,28
2,39.06,2,2,37,13.0,0,2
0,2.9,0,1,24,41.9,1,27
0,1.29,1,1,17,12.6,0,24
1,6.14,2,0,32,25.5,2,17
0,4.43,1,2,61,30.0,2,11
1,17.93,1,2,70,37.0,2,2
2,34.62,2,1,39,32.0,1,2
1,3.36,0,0,40,19.2,0,23
2,21.35,1,1,35,19.3,0,5
0,4.99,0,2,16,19.1,0,24
1,8.0,0,0,75,34.1,2,16
2,21.25,0,0,21,20.9,0,9
0,1.51,2,0,29,43.2,1,31
2,37.98,1,1,3,42.2,1,3
1,6.12,2,2,43,12.6,0,14
1,15.61,0,0,21,44.7,1,16
2,28.67,2,1,19,17.9,0,3
1,9.21,2,0,31,42.9,1,17
1,5.63,0,2,23,41.3,1,18
0,0.66,0,1,86,36.7,2,19
1,14.63,2,2,9,41.1,1,11
0,1.83,2,2,2,14.4,0,22
0,6.01,1,0,36,28.7,2,21
0,5.35,0,2,27,32.1,2,16
1,7.15,0,0,20,41.1,1,28
2,16.41,0,1,7,8.2,0,9
0,2.57,2,1,43,37.2,2,19
1,4.07,2,0,39,20.5,0,22
0,1.19,1,2,3,9.2,0,27
1,16.37,0,2,82,32.6,2,2
2,39.26,2,2,29,15.9,0,2
0,3.46,2,1,43,17.0,0,27
0,6.43,0,2,25,31.1,1,19
2,25.65,1,1,4,36.1,1,5
0,4.24,1,1,90,25.4,2,19
2,30.18,0,1,63,31.5,2,2
2,39.27,0,2,24,8.9,0,2
0,5.6,2,2,27,37.6,1,14
0,5.31,2,2,45,16.0,0,21
1,9.94,0,2,96,25.4,2,2
1,13.28,0,2,38,18.8,0,14
1,12.9,1,1,36,27.0,2,14
2,16.18,0,0,93,28.1,2,4
2,17.76,2,1,20,12.2,0,11
1,11.74,2,1,39,21.8,0,13
1,8.54,0,1,35,21.6,0,22
1,6.53,0,1,44,16.3,0,18
2,23.37,1,2,27,37.3,1,2
0,5.96,2,1,9,32.9,1,25
2,14.01,0,0,1,10.0,0,20
0,5.74,0,0,83,36.5,2,17
2,17.03,2,1,90,29.9,2,2
0,0.55,0,1,88,35.9,2,14
0,3.17,2,2,34,37.8,1,18
1,11.7,2,1,44,9.1,0,17
2,25.02,2,2,5,36.9,1,2
2,14.19,2,2,94,35.2,2,2
1,11.03,2,0,0,36.0,1,20
2,38.9,1,1,51,33.0,1,2
0,5.37,0,2,97,27.6,2,8
2,34.65,0,2,39,28.5,1,2
1,4.15,0,0,60,27.5,2,13
1,12.06,0,2,37,18.3,0,12
2,19.32,1,1,44,11.3,0,8
0,4.37,1,0,9,19.7,0,37
1,9.6,1,0,46,27.0,2,15
2,16.69,1,0,25,14.7,0,11
1,8.7,2,2,45,13.5,0,8
1,8.73,0,1,20,44.3,1,21
2,29.85,0,0,80,32.5,2,2
1,12.82,1,0,25,35.8,1,18
2,30.81,2,0,49,31.3,2,2
1,3.13,2,0,33,24.2,2,9
0,3.4,2,0,53,34.2,2,24
2,30.38,0,0,52,37.3,2,2
2,14.42,0,2,38,9.8,0,2
2,17.16,0,0,62,30.5,2,2
0,5.5,2,1,44,43.4,1,25
0,2.99,0,1,21,21.9,0,27
1,4.04,1,0,12,38.4,1,25
0,4.49,2,1,6,20.8,0,33
2,14.04,1,0,36,18.2,0,13
1,3.01,0,2,29,33.3,2,10
1,16.57,0,2,36,28.1,1,9
1,14.71,1,1,33,31.6,2,6
0,1.29,1,2,34,43.9,1,19
1,4.36,0,2,93,35.9,2,7
1,12.72,0,1,11,37.4,1,22
1,12.46,2,1,22,14.8,0,18
2,15.92,1,2,12,8.4,0,9
1,7.62,0,2,93,37.5,2,3
1,3.84,0,0,50,40.3,1,18
2,38.32,2,2,55,42.9,1,2
0,6.51,2,2,2,18.3,0,21
2,30.17,0,0,26,26.4,2,4
0,4.47,1,0,53,38.0,1,28
1,3.95,2,2,12,14.0,0,12
2,15.38,2,1,43,37.8,1,10
0,2.68,0,2,7,11.8,0,31
1,11.3,0,2,28,32.1,1,11
2,12.44,2,1,31,9.1,0,9
0,4.74,0,0,61,29.8,2,25
2,29.92,0,0,33,14.3,0,4
0,0.74,0,2,48,34.0,2,16
1,11.37,1,1,12,9.6,0,19
2,36.16,0,2,34,36.6,1,2
0,1.23,1,0,9,17.6,0,36
1,13.05,1,0,2,8.8,0,23
1,3.65,1,2,47,28.9,1,14
2,25.58,0,0,7,9.0,0,13
2,32.92,1,1,20,11.2,0,9
0,2.04,1,0,26,20.2,0,31
1,16.36,2,1,9,11.0,0,21
2,22.46,1,0,29,40.2,1,4
0,5.0,1,0,3,11.9,0,28
0,1.61,1,1,21,31.7,1,27
2,39.16,2,0,54,25.2,2,2
2,25.26,1,0,84,27.9,2,2
0,4.27,0,1,37,44.1,1,20
2,13.12,0,1,30,18.3,0,7
1,9.79,1,2,15,9.2,0,16
0,6.67,2,2,8,34.1,1,19
0,1.55,1,2,29,42.6,1,34
2,24.99,2,0,8,42.9,1,7
1,12.5,2,1,34,29.4,2,14
2,20.3,1,2,17,17.8,0,2
0,6.23,2,0,32,31.2,2,23
2,22.72,1,0,29,16.7,0,10
2,31.86,2,0,51,25.9,2,2
1,12.74,0,2,37,20.2,0,12
0,3.77,1,1,27,32.7,1,22
0,3.66,1,1,33,42.1,1,22
2,22.31,1,1,33,26.6,2,2
1,16.47,0,0,18,44.3,1,22
0,1.48,2,0,13,36.9,1,33
2,39.15,0,1,34,43.8,1,2
2,17.29,2,0,1,42.8,1,14
0,3.18,2,2,21,39.1,1,19
2,24.47,2,2,63,31.9,2,2
1,10.26,0,1,18,18.8,0,22
1,13.68,0,2,18,10.6,0,16
0,5.66,2,2,45,27.3,2,14
0,1.7,1,1,35,40.0,1,27
2,22.44,1,1,34,21.7,0,5
0,6.66,1,1,20,10.2,0,28
2,30.12,2,2,18,36.1,1,2
2,32.4,2,0,81,28.7,2,5
0,1.41,2,1,35,9.6,0,32
0,2.62,1,1,38,17.0,0,28
2,17.48,2,0,5,37.2,1,9
0,3.69,2,1,38,16.5,0,29
0,1.46,2,1,54,35.3,1,24
1,16.11,1,1,5,31.7,1,18
1,7.33,2,1,51,40.4,1,19
1,4.29,0,2,51,28.2,2,5
2,33.17,1,0,36,24.1,2,2
0,4.19,2,1,42,26.8,2,19
1,3.63,1,2,52,33.1,1,9
2,34.15,1,0,9,11.7,0,9
2,30.31,2,1,18,13.8,0,2
0,3.7,0,0,4,38.2,1,33
1,9.54,2,1,58,32.8,2,5
0,4.24,1,2,58,26.3,2,16
0,6.21,0,1,8,34.1,1,30
2,20.17,1,0,40,43.9,1,10
2,33.41,0,2,38,18.5,0,2
2,31.54,1,1,71,25.3,2,2
2,15.83,1,0,18,13.2,0,12
0,3.77,0,0,12,19.1,0,34
2,35.69,2,2,95,33.8,2,2
0,3.62,0,0,19,17.7,0,30
0,5.46,1,2,68,26.4,2,12
0,1.43,0,0,54,28.3,2,29
0,4.99,0,0,50,29.9,1,31
1,3.49,0,0,42,15.2,0,23
0,0.78,1,0,19,39.3,1,32
2,17.17,0,2,22,8.4,0,2
0,2.76,2,1,45,36.0,2,22
2,34.95,2,0,0,15.4,0,7
2,37.25,0,1,34,8.1,0,2
2,31.55,2,1,11,35.5,1,2
0,3.26,0,1,32,31.9,1,33
0,1.38,1,0,71,33.9,2,28
2,21.19,2,0,7,13.4,0,9
2,23.4,1,0,79,26.6,2,2
0,1.67,1,2,43,36.4,1,24
2,16.01,2,0,25,17.7,0,15
0,2.86,2,0,12,12.7,0,26
0,3.74,0,1,99,32.3,2,10
2,30.67,1,1,25,44.8,1,2
1,10.34,0,0,14,38.7,1,22
0,0.84,0,0,33,31.0,2,28
2,20.48,2,1,39,9.3,0,7
0,5.65,2,2,12,33.0,1,15
2,12.49,1,2,29,37.9,2,2
0,6.04,1,1,28,35.8,1,29
1,9.46,2,0,19,40.2,1,23
1,10.36,0,2,95,33.6,2,2
0,2.21,2,0,37,44.5,1,28
2,20.97,2,1,1,38.0,1,11
2,21.56,2,0,37,30.0,2,7
1,12.92,1,1,15,11.3,0,19
2,21.45,0,1,1,15.5,0,12
0,4.19,1,2,26,32.5,1,21
1,7.84,1,2,6,41.7,1,12
0,2.68,2,2,32,19.4,0,18
1,10.45,1,1,4,19.8,0,19
2,13.33,0,1,36,34.8,1,8
0,4.35,2,2,17,8.9,0,25
2,21.72,1,1,4,17.1,0,8
1,6.0,2,2,25,32.3,1,14
2,17.06,1,2,27,32.8,2,2
1,17.07,0,2,59,37.1,2,4
2,32.35,2,1,32,31.3,2,2
0,5.99,2,2,26,33.4,1,18
0,2.24,2,0,18,39.0,1,31
1,5.88,0,0,15,19.2,0,29
1,17.87,1,1,79,33.1,2,7
0,4.78,0,1,11,39.0,1,28
0,0.86,2,1,5,12.4,0,31
1,16.29,1,2,75,37.2,2,3
2,27.99,0,0,32,21.1,0,4
2,18.67,1,1,7,18.8,0,10
1,8.85,1,2,55,37.1,2,7
0,2.15,1,1,37,29.0,1,27
2,20.86,1,2,27,14.6,0,4
0,2.89,1,1,64,24.3,2,21
2,34.37,0,2,31,33.7,2,2
2,38.84,1,1,71,36.6,2,2
2,36.01,0,2,24,8.1,0,7
1,7.46,1,0,10,20.8,0,23
2,34.1,1,2,17,42.7,1,3
1,13.76,2,1,52,29.7,1,7
0,0.93,2,1,78,32.4,2,20
1,12.62,2,0,11,16.8,0,19
2,17.6,0,0,19,33.3,1,13
2,35.71,2,2,43,13.7,0,2
1,5.0,1,1,47,33.6,2,15
0,1.68,0,1,24,44.1,1,22
2,37.85,0,0,41,16.6,0,7
1,15.78,0,1,31,29.6,2,12
1,4.34,2,1,23,10.4,0,20
2,25.84,1,1,53,34.0,2,2
0,3.71,1,1,41,30.0,2,22
1,9.27,2,2,26,19.1,0,12
0,4.51,1,1,15,13.2,0,28
0,6.83,1,0,25,39.7,1,27
2,32.61,1,2,16,29.2,1,2
0,6.61,1,1,30,24.1,2,21
2,39.37,2,1,42,34.3,1,4
2,26.1,0,1,21,20.3,0,7
0,3.95,0,1,43,27.6,2,17
1,16.89,1,2,18,43.3,1,20
1,7.7,2,1,46,28.4,2,17
0,5.69,2,2,31,26.6,2,12
0,3.56,0,0,10,17.9,0,25
1,17.83,0,1,35,36.2,1,18
1,4.85,0,2,5,10.9,0,17
2,36.95,2,1,99,27.0,2,2
0,3.21,2,2,4,11.4,0,20
1,17.72,0,1,40,29.5,2,10
2,12.81,0,1,29,19.6,0,8
1,7.94,2,2,2,17.2,0,10
1,16.6,1,2,97,25.8,2,4
1,4.06,1,0,73,25.3,2,10
1,4.34,0,0,54,31.5,1,17
2,20.36,2,0,27,18.3,0,14
1,8.39,2,2,6,19.6,0,9
1,12.01,1,1,36,34.6,2,11
1,12.46,2,0,5,28.7,1,21
0,1.51,2,2,88,31.4,2,11
2,25.11,2,0,5,43.4,1,10
0,3.9,2,1,18,16.0,0,29
2,15.01,0,0,79,29.8,2,2
1,4.23,1,1,89,24.2,2,9
2,34.01,2,1,25,8.6,0,2
1,14.36,2,2,28,38.6,1,9
1,5.78,1,0,38,11.6,0,21
0,0.59,0,1,41,14.7,0,25
2,28.85,1,2,87,28.2,2,2
2,23.06,2,2,63,25.2,2,2
0,5.8,0,0,44,21.6,0,31
2,24.2,0,2,40,20.0,0,2
2,33.55,0,0,9,36.1,1,11
0,6.77,2,2,30,28.3,1,17
1,7.42,2,0,25,8.7,0,28
2,32.64,1,1,38,40.4,1,2
1,10.29,0,1,37,40.3,1,22
1,10.92,0,2,27,16.1,0,12
2,23.68,0,1,85,25.6,2,2
1,5.42,2,1,12,14.6,0,18
1,11.81,0,2,43,12.7,0,8
2,32.24,1,0,24,44.3,1,4
2,34.29,2,2,51,44.5,1,2
2,25.52,2,0,47,26.8,2,5
2,38.41,1,0,31,33.2,1,6
0,4.9,1,1,11,42.1,1,29
2,24.06,0,0,39,31.9,1,5
1,7.01,1,0,44,35.9,2,15
2,31.78,2,2,28,19.2,0,2
0,5.85,2,2,2,15.1,0,20
0,6.42,2,0,10,18.2,0,32
1,12.71,2,0,21,19.5,0,18
0,5.5,0,1,0,32.2,1,30
2,22.43,0,0,48,35.1,1,5
2,33.09,2,0,33,13.9,0,9
1,14.92,1,1,71,37.2,2,13
1,15.09,0,0,33,25.2,2,12
0,5.43,1,0,42,43.7,1,36
0,6.87,2,0,91,37.6,2,14
2,32.8,2,1,69,24.1,2,2
1,13.5,2,2,28,17.0,0,12
2,21.67,2,1,76,34.9,2,2
1,8.02,0,0,41,31.3,2,14
2,21.54,2,1,45,24.3,2,2
2,35.3,2,1,19,18.2,0,7
0,3.8,1,1,40,24.7,2,21
2,28.03,0,1,0,35.7,1,12
2,30.63,2,2,54,28.9,2,2
1,13.09,2,2,73,31.3,2,2
2,14.74,0,1,45,35.2,1,8
1,9.37,0,0,8,14.7,0,22
2,26.53,1,2,75,36.2,2,2
2,39.9,1,2,44,43.8,1,2
0,3.65,0,2,29,9.8,0,25
2,31.45,2,2,29,14.6,0,2
1,4.66,0,2,23,37.7,1,7
0,2.91,2,0,23,12.2,0,28
0,6.59,2,1,19,20.4,0,29
0,0.51,0,2,35,33.9,1,25
2,37.21,1,2,50,34.4,1,2
2,26.13,2,0,29,18.7,0,10
2,30.61,1,0,77,29.4,2,2
1,17.37,1,2,28,18.3,0,9
2,34.29,0,2,64,31.9,2,2
0,1.75,2,2,39,15.6,0,19
2,37.11,0,1,40,33.2,2,2
2,34.03,0,0,15,42.1,1,10
0,3.11,2,2,2,36.4,1,17
0,3.2,1,1,33,12.4,0,28
0,1.44,2,0,16,41.1,1,34
0,1.6,1,1,66,26.5,2,18
0,6.3,1,0,16,34.4,1,28
0,5.39,0,0,37,11.3,0,27
0,3.52,1,0,26,29.1,1,30
0,6.44,1,2,1,11.8,0,31
0,2.48,2,2,26,14.2,0,19
2,22.45,2,0,10,18.9,0,10
2,34.75,1,0,39,12.0,0,7
0,2.28,0,0,16,42.3,1,30
2,19.88,0,2,45,34.3,2,2
2,23.07,0,1,7,19.6,0,8
1,17.36,0,2,65,36.4,2,2
1,9.79,2,1,56,33.3,2,9
2,15.74,1,0,25,32.5,2,9
0,3.19,0,2,44,17.8,0,23
2,12.87,2,0,81,33.4,2,2
1,8.8,1,2,53,41.1,1,10
1,3.14,1,0,47,28.3,1,20
1,5.87,2,2,52,38.4,1,5
0,2.32,1,1,45,17.9,0,31
0,3.07,0,0,60,32.0,2,19
2,31.11,2,2,97,26.5,2,2
2,15.57,0,2,36,20.0,0,8
1,17.88,0,2,44,17.5,0,8
2,36.73,1,2,25,37.1,2,2
0,2.28,1,1,43,36.8,1,20
1,16.26,1,2,14,8.7,0,18
1,8.02,0,1,36,19.3,0,17
2,38.82,0,2,15,31.3,1,2
2,24.09,0,0,1,38.1,1,13
2,15.02,1,1,15,21.4,0,14
2,29.35,0,0,37,32.8,2,2
2,37.67,0,0,24,12.4,0,9
0,2.46,0,1,40,14.0,0,26
0,0.84,2,0,73,29.6,2,20
2,24.7,2,2,29,19.1,0,2
2,30.23,2,0,43,41.3,1,4
0,4.37,0,0,4,16.3,0,35
0,3.81,2,0,70,29.9,2,22
0,1.33,0,0,37,14.1,0,29
2,36.79,1,1,43,26.1,2,2
1,12.87,0,2,43,24.8,2,9
2,21.63,2,0,12,38.9,1,12
0,5.0,2,1,84,32.4,2,17
1,12.24,2,2,26,33.6,1,12
0,4.65,1,0,44,11.2,0,34
2,32.57,0,0,52,33.6,1,5
0,0.98,0,1,1,15.8,0,30
0,4.6,1,1,23,8.6,0,31
0,1.63,0,1,95,27.4,2,16
0,6.42,0,0,1,42.1,1,35
0,3.47,1,0,23,41.8,1,34
2,36.69,0,2,33,25.7,2,2
0,5.01,0,2,20,38.2,1,22
2,28.45,0,0,93,28.1,2,2
2,39.11,1,0,87,26.9,2,2
0,0.92,1,2,90,29.4,2,16
1,5.68,1,2,45,34.4,1,9
2,25.27,1,2,37,34.8,1,3
0,3.44,0,0,15,13.5,0,32
1,5.36,1,1,72,27.6,2,14
1,6.45,1,2,2,35.9,1,19
2,25.09,1,1,26,34.2,1,3
0,2.23,0,1,4,13.0,0,31
0,4.05,1,2,35,35.0,2,19
0,1.8,1,0,50,33.5,2,24
1,15.68,1,2,49,33.9,2,16
2,12.24,2,2,19,32.8,1,2
1,14.37,1,1,26,30.6,2,7
0,5.2,1,0,13,14.6,0,33
2,32.23,2,2,29,33.8,1,2
1,9.58,2,1,35,8.4,0,21
0,6.63,2,0,0,36.5,1,31
0,5.39,1,1,93,28.2,2,13
2,37.82,0,2,9,21.7,0,6
2,39.44,2,2,13,44.1,1,2
0,3.59,2,1,21,16.0,0,23
0,4.09,0,0,29,35.6,2,28
2,17.57,1,0,24,12.0,0,14
0,3.87,1,0,10,33.6,1,36
1,4.94,1,0,26,14.7,0,31
0,3.31,0,0,45,39.3,1,32
0,4.32,2,2,32,40.2,1,15
0,4.43,1,0,15,36.9,1,32
2,28.13,1,1,47,29.5,1,2
1,8.87,2,2,52,41.8,1,2
0,6.35,1,0,27,14.4,0,33
2,38.48,0,1,55,36.4,2,2
0,2.4,1,2,33,33.8,2,18
1,17.93,1,2,4,18.6,0,13
2,16.62,1,1,13,36.6,1,7
2,22.67,2,2,47,34.8,1,2
0,2.13,1,0,45,20.8,0,29
1,11.23,1,0,15,18.0,0,28
1,15.62,0,1,10,42.3,1,16
0,1.59,2,2,42,41.0,1,15
2,22.03,1,0,13,40.1,1,14
1,15.17,2,0,38,29.5,2,12
1,3.07,1,0,73,34.7,2,17
0,3.24,0,0,0,12.7,0,34
0,1.93,2,2,6,19.2,0,23
0,1.2,0,1,66,28.5,2,18
2,38.16,0,2,25,21.1,0,2
1,9.03,1,0,20,8.2,0,25
0,4.78,1,0,17,17.1,0,32
0,3.75,1,1,38,34.0,2,22
2,28.8,0,1,40,17.7,0,2
2,29.79,0,1,44,12.5,0,2
2,12.49,1,0,37,35.6,1,6
2,18.51,2,2,39,18.6,0,2
0,3.29,1,0,56,32.7,2,26
1,6.07,0,0,2,32.0,1,25
2,36.57,2,1,42,27.9,2,2
2,33.02,1,2,14,42.4,1,2
1,11.09,1,0,42,21.8,0,22
0,2.59,2,1,81,32.8,2,13
0,0.84,1,0,9,21.1,0,36
2,14.19,0,0,84,28.4,2,3
2,16.94,0,0,15,33.2,1,5
0,6.68,1,1,23,13.6,0,24
0,3.78,1,1,47,35.4,1,29
1,15.81,0,1,48,43.4,1,19
1,11.29,2,2,11,11.6,0,8
1,4.08,2,2,8,40.2,1,12
0,0.58,0,0,32,18.2,0,31
1,8.76,1,2,19,38.9,1,16
2,39.79,0,1,7,13.4,0,4
1,10.64,1,2,31,38.8,1,11
1,8.78,2,0,79,34.3,2,12
1,3.42,2,2,43,27.7,2,5
1,6.71,2,0,37,44.2,1,21
0,3.08,2,2,37,44.6,1,16
0,1.58,2,0,27,32.3,1,28
2,32.55,1,2,48,42.9,1,5
2,28.03,0,0,69,35.4,2,2
2,12.18,1,2,10,41.9,1,8
0,3.22,0,0,78,33.2,2,21
1,5.97,0,2,11,15.0,0,16
0,1.71,1,2,3,18.5,0,28
1,4.64,1,2,46,25.1,2,6
0,0.92,1,0,1,38.0,1,29
0,5.39,0,0,0,39.3,1,33
0,5.65,0,0,73,32.4,2,26
1,9.44,1,1,72,33.5,2,8
1,12.98,1,0,24,38.4,1,26
0,3.11,0,1,42,24.4,2,20
0,5.38,2,1,56,29.2,2,16
1,5.82,2,1,66,24.2,2,7
1,13.17,0,2,14,38.3,1,10
0,6.91,1,1,54,39.9,1,25
0,4.45,2,1,45,30.4,1,21
2,25.94,2,0,5,12.2,0,13
2,37.1,2,1,7,14.8,0,4
0,1.19,2,2,45,8.4,0,18
1,13.79,1,1,42,14.7,0,18
0,3.7,2,2,67,36.2,2,8
2,21.61,2,0,73,33.2,2,3
1,4.74,0,0,5,29.9,1,17
1,14.17,2,2,7,16.0,0,13
1,7.66,2,2,37,15.5,0,11
1,14.96,1,1,50,30.1,1,11
0,6.04,1,0,65,26.0,2,19
1,9.84,0,1,61,26.0,2,7
2,20.65,0,2,44,30.1,1,2
2,35.2,2,1,88,28.1,2,2
1,15.72,0,2,14,17.8,0,14
0,3.05,0,1,45,37.9,2,18
2,22.95,1,1,33,40.4,1,4
1,15.84,2,0,75,25.4,2,8
0,4.76,2,1,36,30.3,1,30
2,17.87,1,1,12,18.3,0,15
2,22.54,0,2,27,17.5,0,4
0,6.83,0,0,11,44.1,1,34
1,12.4,2,1,25,11.4,0,21
0,2.47,0,1,38,44.2,1,24
2,33.78,2,2,41,13.3,0,2
2,12.32,2,1,7,29.4,1,6
2,28.04,0,0,98,30.7,2,2
2,17.07,2,0,86,38.0,2,2
0,5.14,0,1,34,10.6,0,25
2,34.89,0,1,92,30.8,2,2
2,39.04,2,0,7,10.5,0,9
2,27.53,2,0,20,9.7,0,13
0,6.03,0,2,2,29.4,1,26
0,6.78,2,1,10,35.2,1,27
1,12.89,0,2,28,30.4,1,12
1,16.66,2,1,70,32.5,2,2
2,17.27,0,0,19,20.0,0,13
0,1.9,0,2,70,27.9,2,14
2,30.19,1,1,10,34.8,1,2
0,6.61,1,2,9,37.1,1,28
2,32.0,2,2,36,17.2,0,2
2,35.0,2,0,20,44.9,1,7
2,15.49,0,0,7,39.6,1,14
1,4.33,0,1,67,34.9,2,13
1,17.69,0,0,14,34.4,1,24
0,5.23,0,0,64,32.2,2,23
1,11.27,2,2,38,29.7,1,5
0,1.67,0,1,51,40.6,1,28
2,15.57,1,1,26,33.6,2,3
2,15.99,0,2,36,18.3,0,9
1,12.13,2,0,83,26.6,2,12
1,7.14,1,2,27,36.9,1,12
0,6.66,1,2,26,18.8,0,17
0,5.24,2,0,5,10.3,0,39
2,30.96,1,0,46,30.3,1,7
1,16.32,2,2,40,29.7,2,2
2,31.67,0,2,47,33.9,1,2
2,29.06,2,2,82,37.5,2,2
2,22.28,0,0,8,15.2,0,8
0,1.61,1,1,7,33.7,1,26
0,2.41,1,1,13,28.0,1,23
2,37.85,2,1,41,15.2,0,8
2,12.16,1,0,29,33.6,1,8
1,16.35,0,0,11,34.8,1,24
0,6.34,0,2,77,25.7,2,13
1,6.75,0,0,85,29.5,2,11
0,6.93,2,1,42,19.8,0,29
0,3.32,0,1,70,36.4,2,18
1,9.32,0,0,21,43.3,1,20
0,6.74,2,0,17,30.0,1,27
2,33.03,2,0,49,43.0,1,5
2,15.68,2,2,6,41.5,1,2
0,4.91,2,0,21,14.0,0,35
2,25.45,2,0,18,36.3,1,10
0,2.12,2,2,7,20.1,0,20
2,17.56,0,2,45,41.3,1,5
2,29.61,0,0,44,27.2,2,5
0,6.94,1,0,9,35.2,1,30
0,2.49,1,1,54,27.1,2,19
1,9.41,1,0,31,28.3,2,16
1,7.8,2,1,3,10.5,0,24
0,2.59,0,2,61,30.6,2,16
0,2.67,1,1,7,29.6,1,28
0,2.65,2,2,23,18.4,0,17
0,4.3,2,1,5,20.4,0,28
0,1.28,2,2,100,37.6,2,11
0,0.99,2,1,34,16.7,0,25
1,11.0,2,1,9,8.6,0,22
1,9.73,2,1,45,30.0,1,19
1,10.86,0,1,32,41.4,1,17
0,0.9,1,0,49,34.4,2,27
1,16.05,1,2,34,26.3,2,7
1,6.1,1,2,0,30.7,1,14
0,6.21,2,2,32,14.4,0,17
1,7.03,0,1,40,26.4,2,9
0,0.75,2,0,9,44.0,1,33
0,3.97,2,0,0,17.1,0,37
2,14.33,2,1,45,43.0,1,6
2,29.53,1,1,0,19.5,0,10
0,2.16,2,1,1,15.5,0,37
2,31.27,0,2,57,36.2,2,2
2,34.87,2,2,14,12.5,0,2
1,13.95,0,1,27,13.2,0,22
1,9.89,0,1,11,10.6,0,16
2,16.56,1,0,11,41.9,1,13
2,16.02,2,0,27,11.4,0,20
0,5.22,2,2,0,16.4,0,17
1,15.4,1,0,41,21.1,0,24
1,3.2,0,2,26,37.4,2,14
0,6.04,2,2,5,31.4,1,15
1,10.18,0,1,15,28.9,1,18
2,15.45,1,2,30,25.4,2,2
1,3.36,0,0,27,13.4,0,28
1,16.83,2,1,43,13.4,0,20
0,1.96,1,0,18,13.0,0,30
2,37.85,1,0,5,43.2,1,7
2,31.02,1,2,9,20.5,0,2
2,21.75,1,2,6,32.6,1,2
1,15.93,2,0,9,18.9,0,23
