segment_id,city,area,road_type,month,report_count
SEG-037,Hyderabad,Qasimabad,Highway,2025-12-01,18
SEG-037,Hyderabad,Qasimabad,Highway,2026-01-01,15
SEG-037,Hyderabad,Qasimabad,Highway,2026-02-01,14
SEG-037,Hyderabad,Qasimabad,Highway,2026-03-01,16
SEG-037,Hyderabad,Qasimabad,Highway,2026-04-01,15
SEG-037,Hyderabad,Qasimabad,Highway,2026-05-01,16
SEG-037,Hyderabad,Qasimabad,Highway,2026-06-01,22
SEG-037,Hyderabad,Qasimabad,Highway,2026-07-01,25
SEG-037,Hyderabad,Qasimabad,Highway,2026-08-01,28
SEG-038,Hyderabad,Autobahn,Service Road,2025-09-01,9
SEG-038,Hyderabad,Autobahn,Service Road,2025-10-01,13
SEG-038,Hyderabad,Autobahn,Service Road,2025-11-01,12
SEG-038,Hyderabad,Autobahn,Service Road,2025-12-01,13
SEG-038,Hyderabad,Autobahn,Service Road,2026-01-01,15
SEG-038,Hyderabad,Autobahn,Service Road,2026-02-01,15
SEG-038,Hyderabad,Autobahn,Service Road,2026-03-01,15
SEG-038,Hyderabad,Autobahn,Service Road,2026-04-01,19
SEG-038,Hyderabad,Autobahn,Service Road,2026-05-01,19
SEG-038,Hyderabad,Autobahn,Service Road,2026-06-01,21
SEG-038,Hyderabad,Autobahn,Service Road,2026-07-01,23
SEG-038,Hyderabad,Autobahn,Service Road,2026-08-01,23
SEG-039,Quetta,Jinnah Road,Highway,2025-09-01,23
SEG-039,Quetta,Jinnah Road,Highway,2025-10-01,16
SEG-039,Quetta,Jinnah Road,Highway,2025-11-01,18
SEG-039,Quetta,Jinnah Road,Highway,2025-12-01,18
SEG-039,Quetta,Jinnah Road,Highway,2026-01-01,18
SEG-039,Quetta,Jinnah Road,Highway,2026-02-01,17
SEG-039,Quetta,Jinnah Road,Highway,2026-03-01,17
SEG-039,Quetta,Jinnah Road,Highway,2026-04-01,16
SEG-039,Quetta,Jinnah Road,Highway,2026-05-01,18
SEG-039,Quetta,Jinnah Road,Highway,2026-06-01,20
SEG-039,Quetta,Jinnah Road,Highway,2026-07-01,21
SEG-039,Quetta,Jinnah Road,Highway,2026-08-01,20
SEG-040,Quetta,Satellite Town,Simple Road,2025-09-01,2
SEG-040,Quetta,Satellite Town,Simple Road,2025-10-01,3
SEG-040,Quetta,Satellite Town,Simple Road,2025-11-01,1
SEG-040,Quetta,Satellite Town,Simple Road,2025-12-01,2
SEG-040,Quetta,Satellite Town,Simple Road,2026-01-01,1
SEG-040,Quetta,Satellite Town,Simple Road,2026-02-01,2
SEG-040,Quetta,Satellite Town,Simple Road,2026-03-01,2
SEG-040,Quetta,Satellite Town,Simple Road,2026-04-01,3
SEG-040,Quetta,Satellite Town,Simple Road,2026-05-01,2
SEG-040,Quetta,Satellite Town,Simple Road,2026-06-01,2
SEG-040,Quetta,Satellite Town,Simple Road,2026-07-01,2
SEG-040,Quetta,Satellite Town,Simple Road,2026-08-01,2
SEG-041,Sialkot,Cantt,Highway,2025-09-01,43
SEG-041,Sialkot,Cantt,Highway,2025-10-01,17
SEG-041,Sialkot,Cantt,Highway,2025-11-01,14
SEG-041,Sialkot,Cantt,Highway,2025-12-01,17
SEG-041,Sialkot,Cantt,Highway,2026-01-01,18
SEG-041,Sialkot,Cantt,Highway,2026-02-01,16
SEG-041,Sialkot,Cantt,Highway,2026-03-01,16
SEG-041,Sialkot,Cantt,Highway,2026-04-01,17
SEG-041,Sialkot,Cantt,Highway,2026-05-01,17
SEG-041,Sialkot,Cantt,Highway,2026-06-01,44
SEG-041,Sialkot,Cantt,Highway,2026-07-01,43
SEG-041,Sialkot,Cantt,Highway,2026-08-01,43
SEG-042,Sialkot,Model Town,Simple Road,2025-09-01,4
SEG-042,Sialkot,Model Town,Simple Road,2025-10-01,6
SEG-042,Sialkot,Model Town,Simple Road,2025-11-01,9
SEG-042,Sialkot,Model Town,Simple Road,2025-12-01,9
SEG-042,Sialkot,Model Town,Simple Road,2026-01-01,13
SEG-042,Sialkot,Model Town,Simple Road,2026-02-01,12
SEG-042,Sialkot,Model Town,Simple Road,2026-03-01,14
SEG-042,Sialkot,Model Town,Simple Road,2026-04-01,17
SEG-042,Sialkot,Model Town,Simple Road,2026-05-01,19
SEG-042,Sialkot,Model Town,Simple Road,2026-06-01,21
SEG-042,Sialkot,Model Town,Simple Road,2026-07-01,24
SEG-042,Sialkot,Model Town,Simple Road,2026-08-01,24
SEG-043,Gujranwala,Satellite Town,Highway,2025-09-01,8
SEG-043,Gujranwala,Satellite Town,Highway,2025-10-01,8
SEG-043,Gujranwala,Satellite Town,Highway,2025-11-01,7
SEG-043,Gujranwala,Satellite Town,Highway,2025-12-01,7
SEG-043,Gujranwala,Satellite Town,Highway,2026-01-01,8
SEG-043,Gujranwala,Satellite Town,Highway,2026-02-01,7
SEG-043,Gujranwala,Satellite Town,Highway,2026-03-01,7
SEG-043,Gujranwala,Satellite Town,Highway,2026-04-01,7
SEG-043,Gujranwala,Satellite Town,Highway,2026-05-01,8
SEG-043,Gujranwala,Satellite Town,Highway,2026-06-01,7
SEG-043,Gujranwala,Satellite Town,Highway,2026-07-01,7
SEG-043,Gujranwala,Satellite Town,Highway,2026-08-01,7
SEG-044,Gujranwala,Model Town,Service Road,2025-09-01,9
SEG-044,Gujranwala,Model Town,Service Road,2025-10-01,11
SEG-044,Gujranwala,Model Town,Service Road,2025-11-01,14
SEG-044,Gujranwala,Model Town,Service Road,2025-12-01,13
SEG-044,Gujranwala,Model Town,Service Road,2026-01-01,18
SEG-044,Gujranwala,Model Town,Service Road,2026-02-01,21
SEG-044,Gujranwala,Model Town,Service Road,2026-03-01,21
SEG-044,Gujranwala,Model Town,Service Road,2026-04-01,23
SEG-044,Gujranwala,Model Town,Service Road,2026-05-01,25
SEG-044,Gujranwala,Model Town,Service Road,2026-06-01,27
SEG-044,Gujranwala,Model Town,Service Road,2026-07-01,30
SEG-044,Gujranwala,Model Town,Service Road,2026-08-01,31
SEG-045,Bahawalpur,Model Town,Simple Road,2025-09-01,4
SEG-045,Bahawalpur,Model Town,Simple Road,2025-10-01,4
SEG-045,Bahawalpur,Model Town,Simple Road,2025-11-01,6
SEG-045,Bahawalpur,Model Town,Simple Road,2025-12-01,5
SEG-045,Bahawalpur,Model Town,Simple Road,2026-01-01,10
SEG-045,Bahawalpur,Model Town,Simple Road,2026-02-01,8
SEG-045,Bahawalpur,Model Town,Simple Road,2026-03-01,10
SEG-045,Bahawalpur,Model Town,Simple Road,2026-04-01,10
SEG-045,Bahawalpur,Model Town,Simple Road,2026-05-01,12
SEG-045,Bahawalpur,Model Town,Simple Road,2026-06-01,16
SEG-045,Bahawalpur,Model Town,Simple Road,2026-07-01,14
SEG-045,Bahawalpur,Model Town,Simple Road,2026-08-01,15
SEG-046,Bahawalpur,Satellite Town,Highway,2025-09-01,7
SEG-046,Bahawalpur,Satellite Town,Highway,2025-10-01,6
SEG-046,Bahawalpur,Satellite Town,Highway,2025-11-01,7
SEG-046,Bahawalpur,Satellite Town,Highway,2025-12-01,7
SEG-046,Bahawalpur,Satellite Town,Highway,2026-01-01,7
SEG-046,Bahawalpur,Satellite Town,Highway,2026-02-01,6
SEG-046,Bahawalpur,Satellite Town,Highway,2026-03-01,8
SEG-046,Bahawalpur,Satellite Town,Highway,2026-04-01,7
SEG-046,Bahawalpur,Satellite Town,Highway,2026-05-01,7
SEG-046,Bahawalpur,Satellite Town,Highway,2026-06-01,7
SEG-046,Bahawalpur,Satellite Town,Highway,2026-07-01,8
SEG-046,Bahawalpur,Satellite Town,Highway,2026-08-01,7
